iter	Logloss
170	0.1080280526
171	0.1078546717
172	0.1077121395
173	0.1075793758
174	0.1074116851
175	0.1072282083
176	0.1070470935
177	0.1069303913
178	0.106764031
179	0.1065738339
180	0.1063556206
181	0.1060701673
182	0.1058617156
183	0.1056852917
184	0.1054973572
185	0.1053901266
186	0.1050973619
187	0.1048913339
188	0.1047155854
189	0.1045388971
190	0.1044206411
191	0.1042412851
192	0.103882972
193	0.1036749478
194	0.1034509667
195	0.10329598
196	0.103115648
197	0.1029179425
198	0.1026832372
199	0.1023791942
200	0.1019538132
201	0.1017692865
202	0.101615022
203	0.1013200159
204	0.1011142245
205	0.1009248484
206	0.1006712022
207	0.1005713286
208	0.1003615189
209	0.1001926518
210	0.1000191496
211	0.09977244181
212	0.0996400557
213	0.09947792407
214	0.0992942266
215	0.09915016345
216	0.09883743823
217	0.09850025982
218	0.09825832928
219	0.09810960909
220	0.09801844869
221	0.09783246585
222	0.09751989431
223	0.09728215111
224	0.09707831094
225	0.09693305902
226	0.09674497169
227	0.09666316378
228	0.09650900666
229	0.0963544699
230	0.0962040707
231	0.09605547386
232	0.09583861513
233	0.09567869408
234	0.09556515409
235	0.09530680934
236	0.09517250227
237	0.09495548051
238	0.09480645956
239	0.09471619322
240	0.09459737952
241	0.09446274509
242	0.09429529732
243	0.09416169232
244	0.09399879517
245	0.09390858367
246	0.09384710231
247	0.09369801594
248	0.09353107024
249	0.09342953144
250	0.09330951259
251	0.09306414436
252	0.09284621153
253	0.09272274383
254	0.09256795507
255	0.09239746582
256	0.09226477525
257	0.09212307083
258	0.09200714906
259	0.09194585839
260	0.09180994044
261	0.09167495382
262	0.09146054774
263	0.09131044593
264	0.09112123089
265	0.09097319255
266	0.09088093099
267	0.09074404304
268	0.0905597039
269	0.09046364891
270	0.09034930684
271	0.09028049711
272	0.09008992251
273	0.08992618592
274	0.08972972776
275	0.08958848464
276	0.08946598049
277	0.08940045428
278	0.08930890337
279	0.08918621544
280	0.08907411096
281	0.08893288209
282	0.08878486202
283	0.08865376465
284	0.08850537086
285	0.08834634168
286	0.08814634989
287	0.08802898168
288	0.08793470604
289	0.08779608328
290	0.08759962063
291	0.08748720353
292	0.08735728136
293	0.08728658633
294	0.08717079225
295	0.08705344296
296	0.08689743024
297	0.0867420127
298	0.08664759184
299	0.08653690647
300	0.08642875835
301	0.08632705646
302	0.08620923336
303	0.0860206174
304	0.08584577038
305	0.08574868099
306	0.08564272701
307	0.08550202531
308	0.0854216414
309	0.08531225502
310	0.0852210501
311	0.08510713139
312	0.08500294097
313	0.08492101844
314	0.08487466945
315	0.08470105044
316	0.08460415833
317	0.08450449665
318	0.08438373219
319	0.08429639853
320	0.08411954697
321	0.08397753747
322	0.08383065346
323	0.08369088074
324	0.08360833607
325	0.08349254643
326	0.08339095365
327	0.08330578661
328	0.08320394425
329	0.08312313714
330	0.08309210873
331	0.08285304798
332	0.08274623786
333	0.08264040199
334	0.08251705682
335	0.08244727494
336	0.08234610276
337	0.08225540802
338	0.08217082031
339	0.08209390725
340	0.08197124412
341	0.08188988975
342	0.08179430078
343	0.08170720985
344	0.08153766838
345	0.08140132936
346	0.08136457491
347	0.08126831824
348	0.08117493212
349	0.08105544746
350	0.08091740603
351	0.08088088124
352	0.08082024611
353	0.08071586966
354	0.08063731791
355	0.0805105499
356	0.08042361722
357	0.08028866761
358	0.08015490836
359	0.08003091911
360	0.07994966317
361	0.07985245485
362	0.0797983987
363	0.07971949122
364	0.07963935033
365	0.07954571731
366	0.07942280361
367	0.0793819128
368	0.0792660905
369	0.07912035645
370	0.07902531778
371	0.07885457108
372	0.07872916477
373	0.07858052947
374	0.07845432126
375	0.07836617945
376	0.07825324399
377	0.07819004939
378	0.07805655153
379	0.07794368647
380	0.07784125122
381	0.07770224501
382	0.07767408628
383	0.07759058269
384	0.07747792302
385	0.07735495025
386	0.07732449864
387	0.07722620498
388	0.07713276377
389	0.07710063155
390	0.07700098033
391	0.07687820901
392	0.07676668832
393	0.07665427004
394	0.07658116091
395	0.07651803468
396	0.07645859129
397	0.07639143212
398	0.07628730383
399	0.07590624907
400	0.07573615962
401	0.07568272279
402	0.07558185554
403	0.07545233034
404	0.07535978947
405	0.0753069801
406	0.07508710399
407	0.07502204035
408	0.07500546987
409	0.07488531556
410	0.07481000246
411	0.07475716073
412	0.07469497082
413	0.07459110428
414	0.07450036834
415	0.07439160216
416	0.07432073947
417	0.07425553797
418	0.07417104838
419	0.07406286655
420	0.07385592676
421	0.07372657307
422	0.07365330921
423	0.07362239059
424	0.07353130349
425	0.07345119393
426	0.07334593218
427	0.07320823459
428	0.0731013486
429	0.07301853422
430	0.07293416532
431	0.07290451927
432	0.07280870262
433	0.0727148797
434	0.07266719424
435	0.07260919401
436	0.07252286629
437	0.07244795649
438	0.07231842023
439	0.07220695363
440	0.07212228079
441	0.07198157407
442	0.07191054186
443	0.07187607113
444	0.07185133374
445	0.07179902861
446	0.07171539223
447	0.07163500523
448	0.07156202659
449	0.07147489482
450	0.07138751444
451	0.07129182741
452	0.07125160546
453	0.07120594769
454	0.07107663988
455	0.07097734524
456	0.07088741392
457	0.07079050602
458	0.07067893799
459	0.07058827706
460	0.07052409591
461	0.07047667732
462	0.07040111708
463	0.07033000593
464	0.07025258092
465	0.07023415235
466	0.0701334537
467	0.07006695283
468	0.07001549873
469	0.06990767242
470	0.06983045838
471	0.0697720201
472	0.06970436043
473	0.06964599618
474	0.06958324552
475	0.06949241404
476	0.06941211309
477	0.06931757382
478	0.0692419407
479	0.06922914734
480	0.06918841956
481	0.06914107381
482	0.06903035011
483	0.06894940121
484	0.06887621299
485	0.06880178143
486	0.06877589612
487	0.06872859492
488	0.06864696225
489	0.06862281167
490	0.06852117869
491	0.06846724145
492	0.06837648857
493	0.06830384203
494	0.06823053553
495	0.06816121307
496	0.06812976404
497	0.06805474837
498	0.06797388824
499	0.06795775404
500	0.06788666413
501	0.06782882874
502	0.06776633147
503	0.06760912306
504	0.06754262904
505	0.06750660602
506	0.06740672923
507	0.06735689924
508	0.06729655051
509	0.0672628846
510	0.06722861299
511	0.06714890321
512	0.0671206151
513	0.06704613916
514	0.06695642279
515	0.0669195392
516	0.0668645438
517	0.06676295412
518	0.06671500679
519	0.06667041124
520	0.06663237862
521	0.06653774312
522	0.06646426965
523	0.06637984478
524	0.06634038572
525	0.06629887717
526	0.06623860067
527	0.06618939732
528	0.0661687622
529	0.06615309938
530	0.06605990104
531	0.06600231816
532	0.06593981307
533	0.06583557142
534	0.06579653561
535	0.06574075484
536	0.06568407049
537	0.06562026096
538	0.0655607292
539	0.06547659058
540	0.06538768141
541	0.06532922451
542	0.06525364907
543	0.06517697842
544	0.0651666493
545	0.06510946739
546	0.06505187197
547	0.06497798219
548	0.06486974464
549	0.06475115187
550	0.06469193186
551	0.06464973567
552	0.06460541345
553	0.06455955861
554	0.06451940873
555	0.06445699595
556	0.06439735602
557	0.06427514801
558	0.06420319211
559	0.06413229472
560	0.06406437507
561	0.06398995143
562	0.06392912444
563	0.06390005496
564	0.06384341939
565	0.06375371267
566	0.06372763554
567	0.06365186446
568	0.06354296489
569	0.06351990469
570	0.063406383
571	0.0633126424
572	0.06319781261
573	0.06315552654
574	0.06303911426
575	0.06300084047
576	0.06297416311
577	0.06289539326
578	0.06284930931
579	0.06277709858
580	0.06269781209
581	0.06263085325
582	0.06257633694
583	0.06255702102
584	0.06250465958
585	0.06246301369
586	0.06244099851
587	0.06238524974
588	0.06232753166
589	0.06225468774
590	0.06222494423
591	0.06214087201
592	0.06208418311
593	0.06202030568
594	0.06200371048
595	0.06188217163
596	0.06183860794
597	0.06180273176
598	0.06172476336
599	0.06165415658
600	0.06160033519
601	0.06156576285
602	0.0615268242
603	0.06149218394
604	0.06144284765
605	0.06143282702
606	0.0613496501
607	0.06132139065
608	0.06127857803
609	0.06118770737
610	0.06114627988
611	0.06109608251
612	0.06105508826
613	0.06097661068
614	0.06094000538
615	0.06090388268
616	0.06087149565
617	0.06080093035
618	0.06078086185
619	0.06069572162
620	0.06066608149
621	0.06061787995
622	0.06057356441
623	0.06055353056
624	0.06045042741
625	0.06043164904
626	0.06039811214
627	0.06034431177
628	0.06026733303
629	0.06022359168
630	0.06017043505
631	0.06014331037
632	0.06011635173
633	0.06004214164
634	0.05997239237
635	0.05993470658
636	0.05990579541
637	0.05984413711
638	0.05981990987
639	0.05976086573
640	0.0596977782
641	0.05964258075
642	0.05957018456
643	0.05951829715
644	0.05944979128
645	0.0594327212
646	0.05937333446
647	0.0593228611
648	0.05917230885
649	0.05912216512
650	0.05908085355
651	0.05900932872
652	0.05890610103
653	0.05885915282
654	0.05880139267
655	0.05874515857
656	0.0587028134
657	0.05864990014
658	0.05860078694
659	0.05853352306
660	0.05847670047
661	0.05842691751
662	0.05837769589
663	0.05831943263
664	0.05826131052
665	0.05822604941
666	0.05817976847
667	0.05813202832
668	0.05807681922
669	0.05804137081
670	0.05798529729
671	0.05790925175
672	0.05787954927
673	0.05782358878
674	0.05775305472
675	0.05769996332
676	0.05766939745
677	0.05765052979
678	0.05761055021
679	0.05755878175
680	0.05751160456
681	0.05744016027
682	0.05742429689
683	0.05737783331
684	0.05734539681
685	0.05729266834
686	0.0572702819
687	0.05719501759
688	0.05717212587
689	0.05712200426
690	0.05705646556
691	0.05700819771
692	0.05696687686
693	0.05692534771
694	0.05689486524
695	0.05686249607
696	0.05682682137
697	0.05674687469
698	0.05669046404
699	0.05663903311
700	0.05662131552
701	0.05658031223
702	0.05651893615
703	0.05649141141
704	0.05641676899
705	0.0563624081
706	0.05630781497
707	0.05627751572
708	0.05625347076
709	0.05619816385
710	0.05614186204
711	0.05608948368
712	0.05608337825
713	0.05607042405
714	0.05598274328
715	0.05596441151
716	0.05588507279
717	0.05587687901
718	0.05581437149
719	0.05576317889
720	0.0557130972
721	0.05569454653
722	0.05560114898
723	0.05552807891
724	0.05551310778
725	0.05546146512
726	0.0554050437
727	0.05534569739
728	0.05531464018
729	0.05526937343
730	0.05521759283
731	0.05517622728
732	0.05509577713
733	0.05506437703
734	0.05500025237
735	0.05497219313
736	0.05492221343
737	0.05485930395
738	0.05480549205
739	0.05474705769
740	0.05469970301
741	0.05467033769
742	0.0546286456
743	0.05461608322
744	0.05457242745
745	0.05454744917
746	0.05452633705
747	0.05449366754
748	0.05444670818
749	0.05443672228
750	0.05438100464
751	0.05434067761
752	0.05430239515
753	0.05426697193
754	0.05425453901
755	0.05419564812
756	0.05413905232
757	0.05410198387
758	0.05405154566
759	0.05401654768
760	0.05399102346
761	0.05395394606
762	0.05387319329
763	0.05383584773
764	0.05377368216
765	0.05373921392
766	0.05367808826
767	0.05361822519
768	0.05353287044
769	0.05351564881
770	0.05346501631
771	0.05344274489
772	0.0533819216
773	0.05334764519
774	0.05327425924
775	0.05319682549
776	0.05318304668
777	0.05315403125
778	0.05313495654
779	0.05305012651
780	0.05301713597
781	0.05296444226
782	0.05291849716
783	0.05286080852
784	0.05282074579
785	0.05279582756
786	0.05276264257
787	0.05272752398
788	0.05270393188
789	0.05266299419
790	0.05257669472
791	0.0525514878
792	0.05253779981
793	0.05249979478
794	0.05245642915
795	0.05243476492
796	0.05240349851
797	0.05235946557
798	0.05230305626
799	0.052274225
800	0.05220692393
801	0.05217349614
802	0.05212440021
803	0.05207803067
804	0.05203887654
805	0.05198460139
806	0.05195145496
807	0.05188093786
808	0.05184395024
809	0.05181112567
810	0.05177934746
811	0.0517265034
812	0.05171248402
813	0.05166380153
814	0.05162260754
815	0.0515832237
816	0.05154830633
817	0.05150350876
818	0.05148552919
819	0.05143492921
820	0.05140226512
821	0.05135315363
822	0.05129642738
823	0.05126910205
824	0.05126250821
825	0.05124580048
826	0.05120073923
827	0.05115652396
828	0.05111661046
829	0.0510902204
830	0.05105147892
831	0.05103004147
832	0.050994623
833	0.05096335828
834	0.05092062341
835	0.05089868692
836	0.05086402323
837	0.05077325147
838	0.050720595
839	0.05065959477
840	0.05058786994
841	0.05055788368
842	0.05051670092
843	0.05047111048
844	0.05042603284
845	0.05037128606
846	0.05032701244
847	0.05026721275
848	0.05024691695
849	0.05023820954
850	0.05018313812
851	0.05013106692
852	0.05009649413
853	0.05007726446
854	0.05003679386
855	0.04997546013
856	0.04993837567
857	0.04989595332
858	0.0498720438
859	0.0498253122
860	0.04975887297
861	0.04972637044
862	0.04968330452
863	0.04963926479
864	0.04961449625
865	0.0495685284
866	0.04952580818
867	0.04947660499
868	0.04946294519
869	0.04943618463
870	0.04940131524
871	0.04936003721
872	0.04929729437
873	0.04923224575
874	0.04919717245
875	0.0491830363
876	0.04916333152
877	0.04913005234
878	0.0490524704
879	0.04903105951
880	0.0489903116
881	0.04896467976
882	0.04894720157
883	0.04893667009
884	0.04891855615
885	0.04888181517
886	0.04884537491
887	0.04882470634
888	0.04881508437
889	0.04876670558
890	0.04874520402
891	0.0487051668
892	0.04863837278
893	0.04862128672
894	0.04859335684
895	0.04856757742
896	0.04855992406
897	0.04851314726
898	0.04849524114
899	0.04844522882
900	0.04841442193
901	0.04837991097
902	0.04834165315
903	0.04829790092
904	0.04826077092
905	0.04822625216
906	0.04818190424
907	0.0481342768
908	0.04809637345
909	0.04806077926
910	0.04803411259
911	0.04799204293
912	0.04795273761
913	0.0479327141
914	0.04791604616
915	0.04789089153
916	0.04782847506
917	0.04779986183
918	0.04775443292
919	0.04772014013
920	0.04770020407
921	0.04765421509
922	0.04764331444
923	0.04761282653
924	0.04756211668
925	0.04752333421
926	0.04748804196
927	0.04744786391
928	0.04742069873
929	0.04737097676
930	0.04733506144
931	0.04732478761
932	0.04730923855
933	0.04725833395
934	0.04722839881
935	0.04719228942
936	0.04716961143
937	0.04710987656
938	0.04709594229
939	0.04705327986
940	0.04701886395
941	0.04696802245
942	0.0469402916
943	0.0468988263
944	0.04687338269
945	0.04684338966
946	0.0468081347
947	0.04676348462
948	0.04673665859
949	0.04672902227
950	0.04671469923
951	0.04667882636
952	0.04662872661
953	0.04659864606
954	0.04656322578
955	0.0465442646
956	0.04650394359
957	0.04646973772
958	0.04640707611
959	0.04639011611
960	0.04637938486
961	0.04634270075
962	0.04630539181
963	0.0462960286
964	0.04626883675
965	0.04622759558
966	0.04617431759
967	0.04616164297
968	0.04614989915
969	0.04612872437
970	0.04610748244
971	0.04607932259
972	0.04604471385
973	0.0460112196
974	0.04597503446
975	0.04595112888
976	0.04587916606
977	0.0458403657
978	0.04582093729
979	0.04579342141
980	0.04577796963
981	0.04574295105
982	0.0457135575
983	0.04568339787
984	0.04566014439
985	0.0456426275
986	0.04562026271
987	0.04557431487
988	0.04554602713
989	0.04551561415
990	0.04548329311
991	0.04546235
992	0.04542268222
993	0.04540219227
994	0.04538378303
995	0.04535159966
996	0.04531660877
997	0.04526225546
998	0.04522164216
999	0.04518776966
